eunr;luea;reisenr;area;zone;statistical_rectangle;year;quarter;month;geraet;masche;harbour;vessel_length_class;metier;BRZ;KW;days_at_sea;number_hauls;fangzeit;fangzeit_minuten
DEU000010619;8.60;20002725;27.3.d.24;DEU;37G3;2020;1;2;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20002727;27.3.d.24;DEU;37G3;2020;1;2;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20002980;27.3.d.24;DEU;37G3;2020;1;2;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20002982;27.3.d.24;DEU;37G3;2020;1;2;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20003392;27.3.d.24;DEU;37G3;2020;1;2;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20006186;27.3.d.24;DEU;37G3;2020;1;2;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20006189;27.3.d.24;DEU;37G3;2020;1;2;GNS;60;DEHDF;<10;GNS_SPF_32-109_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20006190;27.3.d.24;DEU;37G3;2020;1;2;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20006193;27.3.d.24;DEU;37G3;2020;1;3;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20009032;27.3.d.24;DEU;37G3;2020;1;3;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20009034;27.3.d.24;DEU;37G3;2020;1;3;GNS;120;DEHDF;<10;GNS_FWS_>0_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20009037;27.3.d.24;DEU;37G3;2020;1;3;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20009040;27.3.d.24;DEU;37G3;2020;1;3;GNS;120;DEHDF;<10;GNS_ANA_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20009043;27.3.d.24;DEU;37G3;2020;1;3;GNS;120;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20009046;27.3.d.24;DEU;37G3;2020;2;4;GNS;120;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20012229;27.3.d.24;DEU;37G3;2020;2;4;GNS;56;DEHDF;<10;GNS_SPF_32-109_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20012233;27.3.d.24;DEU;37G3;2020;2;4;GNS;220;DEHDF;<10;GNS_DEF_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20014128;27.3.d.24;DEU;37G3;2020;2;5;GNS;220;DEHDF;<10;GNS_DEF_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20014131;27.3.d.24;DEU;37G3;2020;2;5;GNS;220;DEHDF;<10;GNS_DEF_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20014134;27.3.d.24;DEU;37G3;2020;2;5;GNS;220;DEHDF;<10;GNS_DEF_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20016271;27.3.d.24;DEU;37G3;2020;2;5;GNS;220;DEHDF;<10;GNS_DEF_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20016276;27.3.d.24;DEU;37G3;2020;2;5;GNS;220;DEHDF;<10;GNS_DEF_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20016279;27.3.d.24;DEU;37G3;2020;2;5;GNS;220;DEHDF;<10;GNS_DEF_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20025608;27.3.d.24;DEU;37G3;2020;3;9;GNS;140;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20025611;27.3.d.24;DEU;37G3;2020;3;9;GNS;130;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20027352;27.3.d.24;DEU;37G3;2020;3;9;GNS;130;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20028519;27.3.d.24;DEU;37G3;2020;3;9;GNS;130;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20032027;27.3.d.24;DEU;37G3;2020;3;9;GNS;200;DEHDF;<10;GNS_DEF_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20032030;27.3.d.24;DEU;37G3;2020;3;9;GNS;130;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20032033;27.3.d.24;DEU;37G3;2020;4;10;GNS;200;DEHDF;<10;GNS_DEF_>=157_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20032036;27.3.d.24;DEU;37G3;2020;4;10;GNS;130;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20033967;27.3.d.24;DEU;37G3;2020;4;10;GNS;110;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;2;1;24;1440
DEU000010619;8.60;20039273;27.3.d.24;DEU;37G3;2020;4;11;GNS;56;DEHDF;<10;GNS_SPF_32-109_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20039278;27.3.d.24;DEU;37G3;2020;4;11;GNS;120;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20039282;27.3.d.24;DEU;37G3;2020;4;12;GNS;56;DEHDF;<10;GNS_SPF_32-109_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20041056;27.3.d.24;DEU;37G3;2020;4;12;GNS;56;DEHDF;<10;GNS_SPF_32-109_0_0;5;36;3;1;48;2880
DEU000010619;8.60;20041426;27.3.d.24;DEU;37G3;2020;4;12;GNS;110;DEHDF;<10;GNS_DEF_110-156_0_0;5;36;2;1;24;1440
DEU000010633;8.40;20002169;27.3.d.24;DEU;36G4;2020;1;1;GNS;100;DEUSD;<10;GNS_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20009077;27.3.d.24;DEU;36G4;2020;1;3;GNS;100;DEUSD;<10;GNS_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20009083;27.3.d.24;DEU;36G4;2020;1;3;GNS;100;DEUSD;<10;GNS_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20011008;27.3.d.24;DEU;36G4;2020;2;4;GNS;140;DEUSD;<10;GNS_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20011010;27.3.d.24;DEU;36G4;2020;2;4;GNS;140;DEUSD;<10;GNS_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20011012;27.3.d.24;DEU;36G4;2020;2;4;GNS;140;DEUSD;<10;GNS_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20011014;27.3.d.24;DEU;36G4;2020;2;4;GNS;140;DEUSD;<10;GNS_FWS_>0_0_0;2;6;2;1;24;1440
DEU000010633;8.40;20011016;27.3.d.24;DEU;36G4;2020;2;4;GNS;140;DEUSD;<10;GNS_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20011018;27.3.d.24;DEU;36G4;2020;2;4;GNS;140;DEUSD;<10;GNS_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20011020;27.3.d.24;DEU;36G4;2020;2;4;GNS;140;DEUSD;<10;GNS_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20017763;27.3.d.24;DEU;36G4;2020;2;6;FPN;28;DEUSD;<10;FPN_CAT_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20019086;27.3.d.24;DEU;36G4;2020;3;7;FPN;28;DEUSD;<10;FPN_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20023397;27.3.d.24;DEU;36G4;2020;3;7;FPN;28;DEUSD;<10;FPN_CAT_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20024330;27.3.d.24;DEU;36G4;2020;3;8;FPN;28;DEUSD;<10;FPN_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20024381;27.3.d.24;DEU;36G4;2020;3;8;FPN;28;DEUSD;<10;FPN_CAT_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20025521;27.3.d.24;DEU;36G4;2020;3;9;FPN;28;DEUSD;<10;FPN_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20027262;27.3.d.24;DEU;36G4;2020;3;9;FPN;28;DEUSD;<10;FPN_CAT_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20028109;27.3.d.24;DEU;36G4;2020;3;9;FPN;28;DEUSD;<10;FPN_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010633;8.40;20031907;27.3.d.24;DEU;36G4;2020;3;9;FPN;28;DEUSD;<10;FPN_FWS_>0_0_0;2;6;3;1;48;2880
DEU000010637;11.59;20002645;27.3.d.24;DEU;38G3;2020;1;2;GNS;56;DENOZ;10-<12;GNS_SPF_32-109_0_0;17;162;2;1;24;1440
DEU000010637;11.59;20005549;27.3.d.24;DEU;38G3;2020;1;3;GNS;58;DENOZ;10-<12;GNS_SPF_32-109_0_0;17;162;2;1;24;1440
DEU000010637;11.59;20012033;27.3.d.24;DEU;38G3;2020;2;4;FPO;28;DENOZ;10-<12;FPO_CAT_>0_0_0;17;162;2;1;24;1440
DEU000010637;11.59;20012037;27.3.d.24;DEU;38G3;2020;2;5;GNS;130;DENOZ;10-<12;GNS_FWS_>0_0_0;17;162;2;1;24;1440
DEU000010637;11.59;20023745;27.3.d.24;DEU;38G3;2020;3;8;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;4;240
DEU000010637;11.59;20023747;27.3.d.24;DEU;38G3;2020;3;8;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;4;240
DEU000010637;11.59;20028042;27.3.d.24;DEU;38G3;2020;3;9;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;2;1;5;300
DEU000010637;11.59;20031632;27.3.d.24;DEU;38G3;2020;3;9;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;4;240
DEU000010637;11.59;20031633;27.3.d.24;DEU;38G3;2020;3;9;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;4;240
DEU000010637;11.59;20031634;27.3.d.24;DEU;38G3;2020;3;9;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;4;240
DEU000010637;11.59;20031635;27.3.d.24;DEU;38G3;2020;3;9;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;4;240
DEU000010637;11.59;20031638;27.3.d.24;DEU;38G3;2020;4;10;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;2;1;6;360
DEU000010637;11.59;20032908;27.3.d.24;DEU;38G3;2020;4;10;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;5;300
DEU000010637;11.59;20035354;27.3.d.24;DEU;38G3;2020;4;11;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;10;600
DEU000010637;11.59;20035357;27.3.d.24;DEU;38G3;2020;4;11;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;12;720
DEU000010637;11.59;20037119;27.3.d.24;DEU;38G3;2020;4;11;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;8;480
DEU000010637;11.59;20037121;27.3.d.24;DEU;38G3;2020;4;11;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;4;240
DEU000010637;11.59;20037520;27.3.d.24;DEU;38G3;2020;4;11;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;12;720
DEU000010637;11.59;20039135;27.3.d.24;DEU;38G3;2020;4;11;OTB;120;DESH2;10-<12;OTB_DEF_>=105_1_120;17;162;1;1;5;300
DEU000010672;5.06;20026157;27.3.d.24;DEU;37G3;2020;3;9;GNS;;DEFRJ;<10;GNS_FWS_>0_0_0;1;9;1;1;;0
DEU000010672;5.06;20032171;27.3.d.24;DEU;37G3;2020;4;10;GNS;;DEFRJ;<10;GNS_FWS_>0_0_0;1;9;1;1;;0
DEU000010672;5.06;20032440;27.3.d.24;DEU;37G3;2020;4;11;GNS;;DEFRJ;<10;GNS_FWS_>0_0_0;1;9;1;1;;0
DEU000010672;5.06;20036782;27.3.d.24;DEU;37G3;2020;4;12;GNS;;DEFRJ;<10;GNS_FWS_>0_0_0;1;9;1;1;;0
DEU000010673;5.06;20016060;27.3.d.24;DEU;37G3;2020;2;5;GNS;;DEBA2;<10;GNS_DEF_110-156_0_0;1;4;1;1;;0
DEU000010673;5.06;20021508;27.3.d.24;DEU;37G3;2020;3;7;GNS;;DEBA2;<10;GNS_DEF_110-156_0_0;1;4;1;1;;0
DEU000010673;5.06;20026242;27.3.d.24;DEU;37G3;2020;3;8;GNS;;DEBA2;<10;GNS_DEF_110-156_0_0;1;4;1;1;;0
DEU000010673;5.06;20026243;27.3.d.24;DEU;37G3;2020;2;4;GNS;;DEBA2;<10;GNS_DEF_110-156_0_0;1;4;1;1;;0
DEU000010673;5.06;20032932;27.3.d.24;DEU;37G3;2020;4;10;GNS;;DEBA2;<10;GNS_DEF_110-156_0_0;1;4;1;1;;0
DEU000020623;6.60;20005377;27.3.d.24;DEU;37G3;2020;1;3;GNS;;DEKSW;<10;GNS_FWS_>0_0_0;1;10;1;1;;0
DEU000020623;6.60;20012701;27.3.d.24;DEU;37G3;2020;2;4;GNS;;DEKSW;<10;GNS_FWS_>0_0_0;1;10;1;1;;0
DEU000020631;8.65;20001475;27.3.d.24;DEU;36G4;2020;1;1;GNS;100;DE8AN;<10;GNS_FWS_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20001476;27.3.d.24;DEU;36G4;2020;1;1;GNS;100;DE8AN;<10;GNS_FWS_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20001478;27.3.d.24;DEU;36G4;2020;1;1;GNS;100;DE8AN;<10;GNS_FWS_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20001685;27.3.d.24;DEU;36G4;2020;1;1;GNS;120;DE8AN;<10;GNS_FWS_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20001687;27.3.d.24;DEU;36G4;2020;1;1;GNS;120;DE8AN;<10;GNS_FWS_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20001688;27.3.d.24;DEU;36G4;2020;1;1;GNS;120;DE8AN;<10;GNS_FWS_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20001689;27.3.d.24;DEU;36G4;2020;1;1;GNS;120;DE8AN;<10;GNS_FWS_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20002166;27.3.d.24;DEU;36G4;2020;1;1;GNS;120;DE8AN;<10;GNS_FWS_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20002664;27.3.d.24;DEU;36G4;2020;1;2;GNS;120;DE8AN;<10;GNS_FWS_>0_0_0;3;52;2;1;24;1440
DEU000020631;8.65;20002665;27.3.d.24;DEU;36G4;2020;1;2;GNS;120;DE8AN;<10;GNS_ANA_>=157_0_0;3;52;2;1;24;1440
DEU000020631;8.65;20002667;27.3.d.24;DEU;36G4;2020;1;2;GNS;60;DE8AN;<10;GNS_SPF_32-109_0_0;3;52;2;1;24;1440
DEU000020631;8.65;20006179;27.3.d.24;DEU;36G4;2020;1;3;GNS;120;DE8AN;<10;GNS_FWS_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20006181;27.3.d.24;DEU;36G4;2020;1;3;GNS;60;DE8AN;<10;GNS_SPF_32-109_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20009006;27.3.d.24;DEU;36G4;2020;1;3;GNS;120;DE8AN;<10;GNS_FWS_>0_0_0;3;52;2;1;24;1440
DEU000020631;8.65;20009018;27.3.d.24;DEU;36G4;2020;1;3;GNS;120;DE8AN;<10;GNS_FWS_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20009020;27.3.d.24;DEU;36G4;2020;1;3;GNS;120;DE8AN;<10;GNS_FWS_>0_0_0;3;52;2;1;24;1440
DEU000020631;8.65;20014099;27.3.d.24;DEU;36G4;2020;2;5;FPO;25;DE8AN;<10;FPO_SPF_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20014101;27.3.d.24;DEU;36G4;2020;2;5;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20014104;27.3.d.24;DEU;36G4;2020;2;5;FPO;25;DE8AN;<10;FPO_SPF_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20014108;27.3.d.24;DEU;36G4;2020;2;5;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20014111;27.3.d.24;DEU;36G4;2020;2;5;FPO;25;DE8AN;<10;FPO_SPF_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20014113;27.3.d.24;DEU;36G4;2020;2;5;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20014119;27.3.d.24;DEU;36G4;2020;2;5;FPO;25;DE8AN;<10;FPO_SPF_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20014122;27.3.d.24;DEU;36G4;2020;2;5;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20014124;27.3.d.24;DEU;36G4;2020;2;5;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20016284;27.3.d.24;DEU;36G4;2020;2;5;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20016289;27.3.d.24;DEU;36G4;2020;2;5;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20017708;27.3.d.24;DEU;36G4;2020;2;6;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20017710;27.3.d.24;DEU;36G4;2020;2;6;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20017712;27.3.d.24;DEU;36G4;2020;2;6;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20017715;27.3.d.24;DEU;36G4;2020;2;6;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20017717;27.3.d.24;DEU;36G4;2020;2;6;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;3;1;48;2880
DEU000020631;8.65;20017719;27.3.d.24;DEU;36G4;2020;2;6;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20017721;27.3.d.24;DEU;36G4;2020;2;6;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
DEU000020631;8.65;20017723;27.3.d.24;DEU;36G4;2020;2;6;FPO;28;DE8AN;<10;FPO_CAT_>0_0_0;3;52;4;1;72;4320
