jahr;eunr;anl_reisenr;fng_reisenr;fangnr;landnr;landdat;landort;fao_gebiet;zone;rechteck;fischart;fangkg;landkg;aufmachung;zustand;fsc;erloes;groesse_id;verwendung;verwendung_ble
2020;DEU625318;20009046;20009046;1936567;1561055;2020-04-01;DEHDF;27.3.d.24;DEU;37G3;TRS;6.9;6;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20025611;20025611;1967309;1573708;2020-09-05;DEHDF;27.3.d.24;DEU;37G3;FLE;40;40;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20009037;20009037;1936562;1561051;2020-03-20;DEHDF;27.3.d.24;DEU;37G3;FPE;3;3;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20006193;20006193;1931005;1559238;2020-03-04;DEHDF;27.3.d.24;DEU;37G3;FPE;3;3;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20039282;20039282;1994876;1585496;2020-12-04;DEHDF;27.3.d.24;DEU;37G3;HER;55;55;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20006186;20006186;1931000;1559236;2020-02-26;DEHDF;27.3.d.24;DEU;37G3;TRS;5.75;5;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20033967;20033967;1983661;1580879;2020-10-21;DEHDF;27.3.d.24;DEU;37G3;FPE;2;2;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20003392;20003392;1924519;1556515;2020-02-20;DEHDF;27.3.d.24;DEU;37G3;TRS;6.9;6;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20009032;20009032;1936559;1561049;2020-03-15;DEHDF;27.3.d.24;DEU;37G3;TRS;17.25;15;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20025608;20025608;1967307;1573707;2020-09-02;DEHDF;27.3.d.24;DEU;37G3;FLE;25;25;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20027352;20027352;1971026;1575422;2020-09-11;DEHDF;27.3.d.24;DEU;37G3;TUR;2.18;2;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20016276;20016276;1951172;1566732;2020-05-27;DEHDF;27.3.d.24;DEU;37G3;TUR;11.99;11;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20009040;20009040;1936564;1561053;2020-03-26;DEHDF;27.3.d.24;DEU;37G3;TRS;9.2;8;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20033967;20033967;1983661;1580879;2020-10-21;DEHDF;27.3.d.24;DEU;37G3;COD;4.68;4;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20041426;20041426;1997838;1587432;2020-12-16;DEHDF;27.3.d.24;DEU;37G3;COD;4.68;4;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20039273;20039273;1994871;1585493;2020-11-27;DEHDF;27.3.d.24;DEU;37G3;HER;60;60;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20012233;20012233;1942025;1563564;2020-04-29;DEHDF;27.3.d.24;DEU;37G3;COD;4.68;4;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20009046;20009046;1936567;1561055;2020-04-01;DEHDF;27.3.d.24;DEU;37G3;FPE;6;6;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20032036;20032036;1980386;1579558;2020-10-08;DEHDF;27.3.d.24;DEU;37G3;FLE;10;10;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20041426;20041426;1997838;1587432;2020-12-16;DEHDF;27.3.d.24;DEU;37G3;FPE;2;2;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20025608;20025608;1967307;1573707;2020-09-02;DEHDF;27.3.d.24;DEU;37G3;TUR;3.27;3;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20009034;20009034;1936560;1561050;2020-03-16;DEHDF;27.3.d.24;DEU;37G3;TRS;4.6;4;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20009046;20009046;1936567;1561055;2020-04-01;DEHDF;27.3.d.24;DEU;37G3;COD;8.19;7;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20028519;20028519;1973125;1576325;2020-09-18;DEHDF;27.3.d.24;DEU;37G3;TUR;3.27;3;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20032030;20032030;1980382;1579556;2020-09-25;DEHDF;27.3.d.24;DEU;37G3;FLE;30;30;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20009034;20009034;1936560;1557819;2020-03-16;DEHDF;27.3.d.24;DEU;37G3;FRO;16;16;WHL;FRE;LSC;6.4;1;HCN;1
2020;DEU625318;20014128;20014128;1946373;1565089;2020-05-08;DEHDF;27.3.d.24;DEU;37G3;TUR;10.9;10;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20006186;20006186;1931000;1559236;2020-02-26;DEHDF;27.3.d.24;DEU;37G3;FPE;4;4;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20002982;20002982;1924163;1556240;2020-02-14;DEHDF;27.3.d.24;DEU;37G3;TRS;5.75;5;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20028519;20028519;1973125;1576325;2020-09-18;DEHDF;27.3.d.24;DEU;37G3;FLE;40;40;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20014128;20014128;1946373;1565089;2020-05-08;DEHDF;27.3.d.24;DEU;37G3;COD;5.85;5;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20016271;20016271;1951168;1566731;2020-05-24;DEHDF;27.3.d.24;DEU;37G3;TUR;16.35;15;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20039278;20039278;1994873;1585494;2020-11-30;DEHDF;27.3.d.24;DEU;37G3;COD;189.54;162;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20032027;20032027;1980380;1579555;2020-09-21;DEHDF;27.3.d.24;DEU;37G3;FLE;25;25;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20027352;20027352;1971026;1575422;2020-09-11;DEHDF;27.3.d.24;DEU;37G3;FLE;50;50;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20016279;20016279;1951175;1566735;2020-05-30;DEHDF;27.3.d.24;DEU;37G3;TUR;19.62;18;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20009040;20009040;1936564;1561053;2020-03-26;DEHDF;27.3.d.24;DEU;37G3;COD;8.19;7;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20014131;20014131;1946375;1565090;2020-05-18;DEHDF;27.3.d.24;DEU;37G3;TUR;15.26;14;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20009037;20009037;1936562;1561051;2020-03-20;DEHDF;27.3.d.24;DEU;37G3;TRS;6.9;6;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20006189;20006189;1931002;1556552;2020-02-27;DEHDF;27.3.d.24;DEU;37G3;HER;140;140;WHL;FRE;LSC;70;2;HCN;1
2020;DEU625318;20014134;20014134;1946377;1565091;2020-05-21;DEHDF;27.3.d.24;DEU;37G3;TUR;9.81;9;GUT;FRE;LSC;0;;UKN;20
2020;DEU625318;20009083;20009083;1936601;1561058;2020-03-27;DEUSD;27.3.d.24;DEU;36G4;FPP;2;2;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20025521;20025521;1967094;1573649;2020-09-04;DEUSD;27.3.d.24;DEU;36G4;FPI;4;4;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20028109;20028109;1972323;1576044;2020-09-18;DEUSD;27.3.d.24;DEU;36G4;ELE;2;2;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20027262;20027262;1970764;1575299;2020-09-10;DEUSD;27.3.d.24;DEU;36G4;ELE;2;2;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20002169;20002169;1922958;1555542;2020-01-31;DEUSD;27.3.d.24;DEU;36G4;FPI;5;5;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20028109;20028109;1972323;1576044;2020-09-18;DEUSD;27.3.d.24;DEU;36G4;FPE;2;2;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20011018;20011018;1940121;1562691;2020-04-17;DEUSD;27.3.d.24;DEU;36G4;FPP;10;10;WHL;FRE;LSC;0;;UKN;20
2020;DEU625318;20031907;20031907;1980122;1579393;2020-09-30;DEUSD;27.3.d.24;DEU;36G4;FPP;3;3;WHL;FRE;LSC;0;;UKN;20
2020;DEU2002910215;20005020;20005020;1928050;1562062;2020-03-20;DKNEX;27.3.d.25;DNK;38G5;SPR;19648.42;19648.42;WHL;FRE;LSC;4479.25;;IND;10
2020;DEU2002910215;20008870;20008870;1936338;1562627;2020-04-21;DKNEX;27.3.d.25;DNK;39G5;SPR;24447;24447;WHL;FRE;LSC;5179.78;;IND;10
2020;DEU2002910215;20006936;20006936;1933040;1561284;2020-04-08;DKNEX;27.3.d.25;DNK;38G5;SPR;23607.4;23607.4;WHL;FRE;LSC;5001.89;;IND;10
2020;DEU2002910215;20009276;20009276;1937566;1562628;2020-04-23;DKNEX;27.3.d.25;DNK;38G5;SPR;20619.08;20619.08;WHL;FRE;LSC;4368.73;;IND;10
2020;DEU2002910215;20009276;20009276;1937192;1562628;2020-04-23;DKNEX;27.3.d.25;DNK;38G5;SPR;28116.92;28116.92;WHL;FRE;LSC;5957.36;;IND;10
2020;DEU2002910215;20006016;20006016;1930868;1564558;2020-04-01;DENMK;27.3.d.25;DNK;38G5;HER;50;50;WHL;FRE;LSC;0;;UKN;20
2020;DEU2002910215;20009803;20009803;1938135;1562631;2020-04-26;DKNEX;27.3.d.25;DNK;38G5;SPR;20096.52;20096.52;WHL;FRE;LSC;4258.01;;IND;10
2020;DEU4062420718;20007530;20007530;1933605;1561282;2020-04-10;DKNEX;27.3.d.25;DNK;38G5;SPR;22161.33;22161.33;WHL;FRE;LSC;4695.5;;IND;10
2020;DEU4062420718;20005931;20005931;1930656;1562061;2020-03-29;DKNEX;27.3.d.25;DNK;39G5;SPR;7745;7745;WHL;FRE;LSC;1641;;IND;10
2020;DEU4062420718;20009109;20009109;1937611;1562625;2020-04-24;DKNEX;27.3.d.25;DNK;38G5;SPR;36920.01;36920.01;WHL;FRE;LSC;7822.54;;IND;10
2020;DEU4062420718;20009782;20009782;1938057;1562626;2020-04-25;DKNEX;27.3.d.25;DNK;38G5;HER;300;300;WHL;FRE;LSC;63.56;;IND;10
2020;DEU4062420718;20005602;20005602;1929952;1562060;2020-03-27;DKNEX;27.3.d.25;DNK;38G5;HER;112.5;112.5;WHL;FRE;LSC;23.84;;IND;10
2020;DEU4062420718;20007530;20007530;1933411;1561282;2020-04-10;DKNEX;27.3.d.25;DNK;38G5;SPR;12591.67;12591.67;WHL;FRE;LSC;2667.9;;IND;10
2020;DEU4062420718;20009109;20009109;1937611;1562625;2020-04-24;DKNEX;27.3.d.25;DNK;38G5;HER;535;535;WHL;FRE;LSC;113.35;;IND;10
2020;DEU4062420718;20008563;20008563;1935937;1562073;2020-04-20;DKNEX;27.3.d.25;DNK;38G5;SPR;23906.29;23906.29;WHL;FRE;LSC;5065.22;;IND;10
2020;DEU4062420718;20009782;20009782;1938057;1562626;2020-04-25;DKNEX;27.3.d.25;DNK;38G5;SPR;20593;20593;WHL;FRE;LSC;4363.2;;IND;10
2020;DEU4062420718;20008563;20008563;1936072;1562073;2020-04-20;DKNEX;27.3.d.25;DNK;38G5;HER;200;200;WHL;FRE;LSC;42.38;;IND;10
2020;DEU4062420718;20006014;20006014;1930879;1564559;2020-04-01;DENMK;27.3.d.25;DNK;38G5;HER;50;50;WHL;FRE;LSC;0;;UKN;20
2020;DEU4062420718;20005602;20005602;1929474;1562060;2020-03-27;DKNEX;27.3.d.25;DNK;38G5;HER;112.5;112.5;WHL;FRE;LSC;23.84;;IND;10
2020;DEU4062420718;20007530;20007530;1933605;1561282;2020-04-10;DKNEX;27.3.d.25;DNK;38G5;HER;300;300;WHL;FRE;LSC;63.56;;IND;10
2020;DEU4062420718;20005168;20005168;1928691;1562059;2020-03-24;DKNEX;27.3.d.25;DEU;38G5;SPR;12362.25;12362.25;WHL;FRE;LSC;2818.22;;IND;10
2020;DEU4062420718;20006935;20006935;1932197;1561279;2020-04-06;DKNEX;27.3.d.25;DNK;38G5;HER;400;400;WHL;FRE;LSC;84.75;;IND;10
2020;DEU4062420718;20006014;20006014;1931082;1559780;2020-04-01;DENMK;27.3.d.25;DNK;38G5;SPR;11083.75;11083.75;WHL;FRE;LSC;2438.43;4;HCN;1
2020;DEU4062420718;20006014;20006014;1930879;1559780;2020-04-01;DENMK;27.3.d.25;DNK;38G5;SPR;8212.05;8212.05;WHL;FRE;LSC;1806.65;4;HCN;1
2020;DEU4062420718;20007133;20007133;1932564;1561281;2020-04-08;DKNEX;27.3.d.25;DNK;38G5;SPR;27225;27225;WHL;FRE;LSC;5768.38;;IND;10
2020;DEU4062420718;20005168;20005168;1928909;1562059;2020-03-24;DKNEX;27.3.d.25;DNK;38G5;SPR;20603.75;20603.75;WHL;FRE;LSC;4697.04;;IND;10
2020;DEU4062420718;20007133;20007133;1932564;1561281;2020-04-08;DKNEX;27.3.d.25;DNK;38G5;HER;500;500;WHL;FRE;LSC;105.94;;IND;10
2020;DEU4062420718;20006622;20006622;1931803;1561283;2020-04-06;DKNEX;27.3.d.25;DNK;38G5;SPR;18368;18368;WHL;FRE;LSC;3891.78;;IND;10
2020;DEU4062420718;20008871;20008871;1936270;1562624;2020-04-20;DKNEX;27.3.d.25;DNK;39G5;SPR;24726;24726;WHL;FRE;LSC;5238.9;;IND;10
2020;DEU4062420718;20006014;20006014;1930875;1559780;2020-04-01;DENMK;27.3.d.25;DNK;38G5;SPR;7305.2;7305.2;WHL;FRE;LSC;1607.14;4;HCN;1
2020;DEU4062420718;20008563;20008563;1936072;1562073;2020-04-20;DKNEX;27.3.d.25;DNK;38G5;SPR;7470.71;7470.71;WHL;FRE;LSC;1582.88;;IND;10
2020;DEU4062420718;20005602;20005602;1929474;1562060;2020-03-27;DKNEX;27.3.d.25;DNK;38G5;SPR;29008.97;29008.97;WHL;FRE;LSC;6146.36;;IND;10
2020;DEU4062420718;20006935;20006935;1932197;1561279;2020-04-06;DKNEX;27.3.d.25;DNK;38G5;SPR;31773;31773;WHL;FRE;LSC;6732;;IND;10
2020;DEU4062420718;20009109;20009109;1937036;1562625;2020-04-24;DKNEX;27.3.d.25;DNK;38G5;SPR;30932.99;30932.99;WHL;FRE;LSC;6554.02;;IND;10
2020;DEU4062420718;20005602;20005602;1929952;1562060;2020-03-27;DKNEX;27.3.d.25;DNK;38G5;SPR;30822.03;30822.03;WHL;FRE;LSC;6530.51;;IND;10
2020;DEU4062420718;20005168;20005168;1928909;1562059;2020-03-24;DKNEX;27.3.d.25;DNK;38G5;HER;300;300;WHL;FRE;LSC;68.39;;IND;10
2020;DEU4062420718;20006622;20006622;1931803;1561283;2020-04-06;DKNEX;27.3.d.25;DNK;38G5;HER;300;300;WHL;FRE;LSC;63.56;;IND;10
2020;DEU1591838118;20026663;20026663;1969578;1575323;2020-09-22;PLKOL;27.3.d.25;DNK;38G5;FLE;1050;1050;WHL;FRE;LSC;525;1;HCN;1
2020;DEU1591838118;20004715;20004613;1927040;1558322;2020-03-17;DESAS;27.3.d.25;DNK;39G5;COD;8.18;8.18;WHL;FRE;LSC;16.36;5;HCN;1
2020;DEU1591838118;20026663;20026663;1969578;1575323;2020-09-22;PLKOL;27.3.d.25;DNK;38G5;TUR;46.87;43;GUT;FRE;LSC;301;1;HCN;1
2020;DEU1591838118;20004715;20004613;1927040;1558322;2020-03-17;DESAS;27.3.d.25;DNK;39G5;COD;5.45;5.45;WHL;FRE;LSC;13.64;4;HCN;1
2020;DEU1591838118;20026663;20026663;1969578;1575323;2020-09-22;PLKOL;27.3.d.25;DNK;38G5;PLE;275;275;WHL;FRE;LSC;275;1;HCN;1
2020;DEU1591838118;20026663;20026663;1969578;1575323;2020-09-22;PLKOL;27.3.d.25;DNK;38G5;COD;2164.5;1850;GUT;FRE;LSC;3700;5;HCN;1
2020;DEU1591838118;20004715;20004715;1927282;1558322;2020-03-17;DESAS;27.3.d.25;DNK;38G5;COD;4.55;4.55;WHL;FRE;LSC;11.36;4;HCN;1
2020;DEU1591838118;20004715;20004613;1927040;1558322;2020-03-17;DESAS;27.3.d.25;DNK;39G5;FLE;1275;1275;WHL;FRE;LSC;12.75;3;HCN;1
2020;DEU1591838118;20004715;20004715;1927282;1558322;2020-03-17;DESAS;27.3.d.25;DNK;38G5;COD;6.82;6.82;WHL;FRE;LSC;13.64;5;HCN;1
2020;DEU1591838118;20026663;20026663;1969578;1575323;2020-09-22;PLKOL;27.3.d.25;DNK;38G5;COD;1345.5;1150;GUT;FRE;LSC;2875;4;HCN;1
2020;DEU1531267809;20036996;20036996;1993265;1585483;2020-12-14;DKGRE;27.3.d.25;SWE;40G6;SPR;29725.67;29725.67;WHL;FRE;LSC;7374.49;;HCN;1
2020;DEU394249020106;20026575;20026575;1969293;1578966;2020-09-20;PLKOL;27.3.d.25;DNK;38G5;FLE;255.26;255.26;WHL;FRE;LSC;114.87;1;HCN;1
2020;DEU394249020106;20026575;20026575;1969293;1578966;2020-09-20;PLKOL;27.3.d.25;DNK;38G5;COD;655.2;560;GUT;FRE;LSC;1495.2;4;HCN;1
2020;DEU394249020106;20026575;20026575;1969293;1578966;2020-09-20;PLKOL;27.3.d.25;DNK;38G5;COD;2310.75;1975;GUT;FRE;LSC;5273.25;5;HCN;1
2020;DEU394249020106;20026575;20026575;1969396;1578966;2020-09-20;PLKOL;27.3.d.25;POL;37G5;COD;25;25;WHL;FRE;BMS;1.75;9;IND;10
2020;DEU394249020106;20026575;20026575;1969396;1578966;2020-09-20;PLKOL;27.3.d.25;POL;37G5;FLE;229.74;229.74;WHL;FRE;LSC;103.38;1;HCN;1
2020;DEU394249020106;20026575;20026575;1969293;1578966;2020-09-20;PLKOL;27.3.d.25;DNK;38G5;PLE;80;80;WHL;FRE;LSC;84;1;HCN;1
2020;DEU394249020106;20026575;20026575;1969396;1578966;2020-09-20;PLKOL;27.3.d.25;POL;37G5;PLE;20;20;WHL;FRE;LSC;21;1;HCN;1
2020;DEU423659021606;20003638;20003638;1925903;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;38G5;COD;23.1;19.74;GUT;FRE;LSC;41.46;5;HCN;1
2020;DEU423659021606;20003638;20003638;1926243;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;39G5;FLE;764.01;764.01;WHL;FRE;LSC;297.97;1;HCN;1
2020;DEU423659021606;20003638;20003638;1925852;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;38G5;COD;7.84;6.7;GUT;FRE;LSC;15.08;4;HCN;1
2020;DEU423659021606;20003638;20003638;1925902;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;38G5;COD;23.1;19.74;GUT;FRE;LSC;41.46;5;HCN;1
2020;DEU423659021606;20003638;20003638;1925760;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;38G5;COD;50.81;43.43;GUT;FRE;LSC;91.2;5;HCN;1
2020;DEU423659021606;20003638;20003638;1925902;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;38G5;COD;0.82;0.7;GUT;FRE;LSC;1.23;3;HCN;1
2020;DEU423659021606;20003638;20003638;1925837;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;38G5;COD;5.32;4.55;GUT;FRE;LSC;10.24;4;HCN;1
2020;DEU423659021606;20003638;20003638;1925903;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;38G5;COD;2.42;2.07;GUT;FRE;LSC;4.65;4;HCN;1
2020;DEU423659021606;20003638;20003638;1926243;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;39G5;COD;121.95;104.23;GUT;FRE;LSC;218.88;5;HCN;1
2020;DEU423659021606;20003638;20003638;1925845;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;38G5;COD;5.32;4.55;GUT;FRE;LSC;10.24;4;HCN;1
2020;DEU423659021606;20003638;20003638;1925773;1557851;2020-03-08;DEHHF;27.3.d.25;DNK;38G5;COD;2.42;2.07;GUT;FRE;LSC;4.65;4;HCN;1
